GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,212.308,212 [43-519],42.993,519.41
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2013,2013,2013,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,248.094,248 [57-595],56.817,595.392
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-proportion,2009,2009,2009,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.0,0 [0 - 0],0.0,0.0
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2009,2009,2009,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.05322614,0.1 [0.0-0.1],0.044480906,0.06312112
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,116.08,116 [23-285],23.252,284.545
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,162.35,162 [97-216],97.43,215.792
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-%28in-millions%29,1994,1994,1994,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0],0.0,0.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/concentrations-of-fine-particulate-matter-%28pm2-5%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,8.57231,8.57 [8.27-8.96],8.26622,8.95707
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-clean-fuels-and-technologies-in-millions,2010,2010,2010,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,7.825753,7.83 [7.83 - 7.83],7.825753,7.825753
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-proportion,2016,2016,2016,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0],0.0,0.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,178.34,178 [71-314],70.909,314.41
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,5036.02,5036 [1029-12 372],1028.916,12371.618
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,1570.822,1571 [1097-2001],1097.464,2001.335
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,1248.3,1248 [591-2218],591.123,2217.718
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,11.605,12 [5-20],4.614,20.46
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,23.979,24 [9-44],8.769,44.023
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,1.434,1 [1-3],0.563,2.613
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2014,2014,2014,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.837,1 [0-2],0.168,2.051
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,28.065,28 [7-65],6.919,65.063
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,8231.703,8232 [4615-11 381],4615.115,11381.007
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.071892721,0.1 [0.1-0.1],0.056186219,0.088722758
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,1.836,2 [1-3],0.778,3.141
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,204.381,204 [139-273],139.304,273.166
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,27.333,27 [11-50],10.799,49.544
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-%28in-millions%29,2011,2011,2011,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0],0.0,0.0
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2013,2013,2013,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,16758.071,16 758 [10 005-22 223],10004.654,22223.265
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2012,2012,2012,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,178.34,178 [71-314],70.909,314.41
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2013,2013,2013,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,3658.815,3659 [1792-6379],1791.659,6378.508
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-clean-fuels-and-technologies-in-millions,2016,2016,2016,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,8.374901,8.37 [8.37 - 8.37],8.374901,8.374901
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2014,2014,2014,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,16092.579,16 093 [10 927-21 576],10927.472,21576.302
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,160.76,161 [67-275],67.281,274.97
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.832,1 [0-2],0.263,1.657
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2013,2013,2013,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-proportion,2020,2020,2020,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0],0.0,0.0
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2004,2004,2004,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.112995977,0.1 [0.1-0.1],0.093880948,0.133000019
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,12.589,13 [5-22],5.269,21.532
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,91.007,91 [32-172],31.621,172.429
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2015,2015,2015,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.69,1 [0-1],0.333,1.216
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2015,2015,2015,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,13742.239,13 742 [7853-18 740],7853.008,18740.412
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,2877.59,2878 [1257-4822],1257.409,4821.571
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,39.158,39 [17-66],17.111,65.611
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,130.328,130 [60-238],60.205,238.399
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-%28in-millions%29,1999,1999,1999,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0],0.0,0.0
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,0.0,0 [0-0],0.0,0.0
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2014,2014,2014,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,36.66,37 [16-61],16.21,61.231
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2008,2008,2008,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.221186377,0.2 [0.2-0.3],0.186529292,0.259877712
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-deaths,2010,2010,2010,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,2086.628,2087 [1246-2767],1245.728,2767.126
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,5.139,5 [3-7],2.881,7.105
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2015,2015,2015,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,13.357,13 [5-24],5.0,24.469
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,2615.759,2616 [1157-4369],1156.61,4368.96
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2014,2014,2014,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.124936906,0.1 [0.1-0.1],0.103361429,0.147726407
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2014,2014,2014,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,153.97,154 [74-272],73.965,272.479
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-clean-fuels-and-technologies-in-millions,2007,2007,2007,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,5.54810444,5.55 [5.55 - 5.55],5.54810444,5.54810444
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2011,2011,2011,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,1.939,2 [1-3],0.857,3.238
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2014,2014,2014,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,29.478,29 [12-52],11.806,52.469
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,1634.289,1634 [562-3094],562.102,3093.767
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2019,2019,2019,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,12.767,13 [6-23],5.898,23.353
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2018,2018,2018,EUR,Europe,CHE,Switzerland,SEX,SEX_FMLE,Female,69.016,69 [40-94],39.689,93.929
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2016,2016,2016,EUR,Europe,CHE,Switzerland,SEX,SEX_MLE,Male,0.0,0 [0-0],0.0,0.0
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2017,2017,2017,EUR,Europe,CHE,Switzerland,SEX,SEX_BTSX,Both sexes,0.0,0 [0-0],0.0,0.0
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-proportion,2008,2008,2008,EUR,Europe,CHE,Switzerland,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0],0.0,0.0
